Strategy,Ann_Return_%,Total_Return_%,Volatility_%,Sharpe,Sortino,Max_DD_%,Long_Weeks,Long_%,Win_Rate_%
S9,4.155479633289705,130.40055720766196,1.2910459778387755,3.218692211292135,4.097388189713143,-1.5406121076949026,697.0,65.38461538461539,85.79626972740316
S10,0.9958129942115646,22.523409912499794,0.5677815075301349,1.7538665507853157,1.4969015697021046,-0.6821002747877956,289.0,27.110694183864915,72.31833910034602
S11,1.1815478127079393,27.226339836223733,0.8280825606519875,1.4268478396376956,0.9787446968812323,-1.7335126996994386,342.0,32.08255159474672,71.6374269005848
S12,1.2698612038528179,29.522256648365097,0.78626287989402,1.6150593348931617,1.2023630084747523,-0.9505170316940729,332.0,31.144465290806757,73.49397590361446
Buy&Hold,1.4064800187318482,33.15179098509915,2.1255747032287178,0.6616939957910795,0.6074971043030529,-15.379049603482514,1066.0,100.0,65.57223264540337
